payment_id,booking_id,amount,payment_method,payment_date
2053,4278,1231,Cash,2023-07-27
2054,4989,894,PayPal,2023-12-19
2055,599,541,PayPal,2023-08-19
2056,2121,708,Crypto,2024-12-12
2057,1293,1952,Credit Card,2023-08-18
2058,1146,615,Crypto,2023-05-10
2059,564,1874,Crypto,2024-05-02
2060,4926,1026,Crypto,2023-06-22
2061,2697,1806,Credit Card,2023-10-04
2062,2363,412,Credit Card,2024-01-22
2063,2542,1362,Cash,2023-07-29
2064,1541,766,Credit Card,2023-10-25
2065,1718,639,Crypto,2023-04-05
2066,4306,161,Bank Transfer,2024-08-27
2067,70,943,Bank Transfer,2024-09-20
2068,835,1728,Cash,2024-07-12
2069,274,1439,Bank Transfer,2023-11-12
2070,3030,625,Credit Card,2024-11-08
2071,4364,533,Credit Card,2024-10-08
2072,1937,1315,Bank Transfer,2024-05-20
2073,2960,359,Bank Transfer,2024-01-09
2074,1695,247,Crypto,2025-02-07
2075,4420,1802,Cash,2024-08-20
2076,1548,1734,Bank Transfer,2024-08-25
2077,1348,547,PayPal,2024-11-14
2078,3914,1842,Cash,2024-05-11
2079,4396,85,Cash,2024-08-04
2080,1472,1367,Cash,2023-06-18
2081,3645,750,Crypto,2023-10-23
2082,2457,619,PayPal,2023-12-03
2083,853,1680,Credit Card,2023-08-07
2084,1439,240,Credit Card,2023-09-11
2085,3756,187,Crypto,2024-11-04
2086,894,229,PayPal,2024-10-25
2087,3504,598,PayPal,2023-03-10
2088,1714,105,Bank Transfer,2024-06-24
2089,3,1695,Credit Card,2024-04-18
2090,2665,396,Cash,2024-11-22
2091,1551,1834,PayPal,2024-09-17
2092,2531,335,PayPal,2024-03-28
2093,1339,303,Credit Card,2025-01-31
2094,2248,1356,Cash,2023-09-24
2095,820,72,Cash,2023-04-04
2096,2227,1183,Credit Card,2024-03-16
2097,4544,478,Bank Transfer,2023-03-31
2098,872,741,Cash,2023-08-04
2099,4955,514,Bank Transfer,2023-08-11
2100,2907,657,Bank Transfer,2024-07-07
2101,1952,1486,Crypto,2024-02-01
2102,3540,1703,Credit Card,2024-07-12
2103,3044,545,Cash,2023-08-08
2104,645,272,Crypto,2024-05-28
2105,3272,1092,Credit Card,2023-04-13
2106,4199,220,Crypto,2023-10-27
2107,652,717,Cash,2024-04-01
2108,3976,1960,Bank Transfer,2024-03-21
2109,2459,223,Cash,2024-04-03
2110,60,1920,Crypto,2025-02-07
2111,3976,1689,Crypto,2023-03-03
2112,879,1004,Credit Card,2024-04-23
2113,4247,1318,Credit Card,2024-09-07
2114,1858,151,Cash,2024-05-11
2115,576,498,Credit Card,2023-12-05
2116,3772,113,PayPal,2023-05-27
2117,1035,1105,Crypto,2023-07-26
2118,4690,1522,Credit Card,2025-02-08
2119,1977,456,Cash,2023-08-30
2120,711,1794,Crypto,2023-11-27
2121,2007,1764,PayPal,2024-01-10
2122,1194,1999,Bank Transfer,2023-09-17
2123,4631,353,Cash,2023-03-31
2124,3073,1411,Cash,2023-03-31
2125,671,1965,PayPal,2023-04-19
2126,326,1515,Bank Transfer,2024-05-25
2127,2597,358,Credit Card,2024-01-09
2128,1780,190,Cash,2024-04-02
2129,3082,111,PayPal,2024-02-11
2130,3400,165,Credit Card,2024-05-10
2131,445,127,PayPal,2024-02-01
2132,2239,1705,PayPal,2023-03-22
2133,2859,1668,Bank Transfer,2024-12-17
2134,3311,1801,Cash,2025-02-01
2135,2620,339,PayPal,2024-09-30
2136,2667,194,Crypto,2024-05-16
2137,4056,1831,Credit Card,2024-05-03
2138,4456,1638,PayPal,2024-08-01
2139,3276,1186,Cash,2023-06-17
2140,1654,1001,Credit Card,2023-05-15
2141,3089,153,Credit Card,2024-07-16
2142,3426,1707,Credit Card,2023-12-03
2143,4855,1151,Bank Transfer,2023-06-23
2144,3855,568,PayPal,2023-06-02
2145,2619,594,PayPal,2024-08-15
2146,3068,1307,Crypto,2023-09-19
2147,1569,1026,Crypto,2024-02-23
2148,1070,774,Bank Transfer,2023-08-24
2149,2838,1119,Credit Card,2024-04-16
2150,1822,299,Crypto,2024-03-16
2151,82,1594,PayPal,2025-01-01
2152,2931,1308,Crypto,2023-09-14
2153,4111,654,PayPal,2024-08-11
2154,1921,1555,PayPal,2024-05-08
2155,3005,679,Crypto,2023-10-16
2156,273,377,Bank Transfer,2023-07-17
2157,886,1907,Crypto,2024-12-22
2158,3782,366,Crypto,2024-03-26
2159,2817,722,Cash,2023-07-19
2160,4083,1779,Crypto,2024-11-08
2161,1205,1207,Credit Card,2024-01-01
2162,3783,307,Bank Transfer,2024-09-11
2163,4012,1822,Crypto,2023-03-03
2164,4421,1522,Credit Card,2023-06-07
2165,1338,1990,Bank Transfer,2023-04-30
2166,3154,258,PayPal,2024-05-06
2167,2687,437,PayPal,2024-11-20
2168,3464,864,Cash,2024-04-24
2169,2476,1672,Crypto,2024-09-06
2170,172,719,Cash,2024-07-14
2171,4995,1521,PayPal,2024-02-10
2172,2819,208,Bank Transfer,2024-10-17
2173,788,718,Crypto,2023-12-18
2174,367,1208,Cash,2025-01-22
2175,1312,1463,Cash,2023-07-23
2176,4401,420,Bank Transfer,2024-09-15
2177,1189,395,Crypto,2025-01-16
2178,1644,1292,Cash,2024-03-28
2179,2417,472,PayPal,2025-01-10
2180,4326,465,Credit Card,2024-03-07
2181,920,1026,Cash,2023-04-29
2182,4834,972,Credit Card,2024-04-11
2183,1016,184,Bank Transfer,2023-04-15
2184,597,414,Cash,2024-11-08
2185,3929,1693,Bank Transfer,2023-06-10
2186,2082,156,Bank Transfer,2023-11-29
2187,4815,286,Bank Transfer,2024-11-24
2188,1667,437,Crypto,2024-01-26
2189,4600,763,PayPal,2023-06-30
2190,2595,1106,Crypto,2024-10-31
2191,844,1545,PayPal,2024-08-17
2192,2400,658,Bank Transfer,2024-05-13
2193,2775,241,Crypto,2023-07-20
2194,2146,476,Crypto,2024-09-30
2195,998,699,Credit Card,2023-04-02
2196,1858,1927,Bank Transfer,2024-04-22
2197,479,816,Crypto,2024-03-12
2198,4722,629,PayPal,2024-09-24
2199,4009,1800,Bank Transfer,2023-06-20
2200,3205,1034,Cash,2023-08-21
2201,1854,1962,Cash,2025-01-12
2202,4981,245,Bank Transfer,2023-07-05
2203,2273,1494,Cash,2023-02-15
2204,3210,640,Bank Transfer,2024-02-01
2205,786,1665,Crypto,2023-10-28
2206,4853,1618,Cash,2024-04-01
2207,4353,789,Bank Transfer,2024-10-29
2208,1582,1631,Credit Card,2023-05-05
2209,3471,915,PayPal,2023-07-03
2210,1631,1143,Bank Transfer,2024-11-26
2211,1550,1841,PayPal,2024-01-08
2212,3403,1789,Credit Card,2023-06-24
2213,2919,611,Cash,2023-03-04
2214,3146,343,Bank Transfer,2024-10-23
2215,4655,217,Crypto,2024-05-15
2216,2208,1384,Cash,2023-08-03
2217,2780,110,Crypto,2024-08-05
2218,1173,1833,Cash,2025-02-02
2219,1702,427,PayPal,2023-05-21
2220,3958,738,Credit Card,2024-07-18
2221,1415,822,Cash,2024-04-28
2222,2641,651,Crypto,2024-05-30
2223,3518,1042,Cash,2023-07-25
2224,2491,608,Credit Card,2024-10-18
2225,4228,1176,Cash,2024-08-07
2226,1484,648,Credit Card,2023-05-13
2227,1278,1085,Cash,2024-05-11
2228,4888,1722,PayPal,2023-07-31
2229,4049,152,Cash,2024-07-16
2230,4386,908,Cash,2023-11-08
2231,4116,685,Cash,2023-03-25
2232,1495,734,Credit Card,2024-06-15
2233,3248,1710,Credit Card,2024-01-20
2234,204,1175,Crypto,2024-12-17
2235,710,1766,Crypto,2023-06-15
2236,2094,1916,PayPal,2023-11-01
2237,4693,98,PayPal,2024-10-02
2238,4224,581,Crypto,2024-08-29
2239,2967,135,PayPal,2024-01-26
2240,2226,1425,Crypto,2024-03-26
2241,2377,1021,Crypto,2025-01-05
2242,3981,526,Bank Transfer,2024-01-18
2243,799,124,Credit Card,2023-09-02
2244,1288,268,Crypto,2023-08-16
2245,4452,1370,Crypto,2023-12-22
2246,2422,1002,Crypto,2023-08-17
2247,1191,1273,PayPal,2025-01-07
2248,12,648,Crypto,2024-01-13
2249,992,1158,Credit Card,2023-03-18
2250,4512,1702,Crypto,2024-06-18
2251,2018,1312,Bank Transfer,2024-04-04
2252,404,881,Cash,2025-01-19
2253,2395,1506,PayPal,2024-04-27
2254,2143,1257,Crypto,2023-03-02
2255,591,552,Credit Card,2023-07-03
2256,2054,945,Credit Card,2023-07-23
2257,1798,782,Crypto,2023-12-20
2258,1949,927,PayPal,2023-09-25
2259,4434,1821,Cash,2023-09-09
2260,4880,731,PayPal,2024-08-08
2261,2369,354,PayPal,2024-03-14
2262,386,743,Credit Card,2024-06-21
2263,804,1025,Cash,2024-03-06
2264,4918,1983,Cash,2024-11-01
2265,2188,352,Bank Transfer,2023-02-19
2266,2283,1841,Cash,2023-10-20
2267,1712,1101,Crypto,2024-01-04
2268,903,157,Bank Transfer,2023-02-15
2269,3779,1831,PayPal,2024-04-08
2270,60,1143,Credit Card,2024-02-26
2271,3556,478,Bank Transfer,2023-12-16
2272,3726,1877,Bank Transfer,2024-01-11
2273,3088,455,Credit Card,2023-09-18
2274,3924,1286,PayPal,2025-01-24
2275,4754,479,Cash,2023-10-30
2276,2225,338,Bank Transfer,2024-06-28
2277,2308,277,Crypto,2023-12-17
2278,910,1526,PayPal,2024-09-10
2279,2849,1088,Cash,2024-03-12
2280,1282,475,Credit Card,2023-06-03
2281,1837,747,PayPal,2023-03-06
2282,2145,1581,Bank Transfer,2024-07-10
2283,4641,1422,PayPal,2024-11-03
2284,2656,1304,PayPal,2025-01-23
2285,3936,1961,Cash,2023-11-01
2286,3271,1343,Crypto,2023-07-17
2287,2170,1713,Credit Card,2024-06-26
2288,346,1048,Credit Card,2024-11-15
2289,3578,729,Crypto,2024-01-12
2290,3069,1916,Bank Transfer,2024-04-02
2291,2734,401,Cash,2023-10-29
2292,4648,394,Bank Transfer,2024-07-31
2293,3129,1340,Bank Transfer,2023-12-12
2294,3945,1553,Crypto,2024-10-31
2295,991,339,Credit Card,2023-03-22
2296,1794,465,Bank Transfer,2023-07-29
2297,4122,1152,Crypto,2024-09-17
2298,2928,838,Bank Transfer,2023-06-24
2299,261,1676,PayPal,2024-07-11
2300,2829,338,Cash,2023-05-10
2301,1651,1556,Cash,2023-04-28
2302,3202,1298,PayPal,2024-05-18
2303,4425,1701,Cash,2024-12-15
2304,2338,1213,Bank Transfer,2024-04-22
2305,3499,181,Bank Transfer,2025-01-09
2306,2339,1309,Crypto,2024-10-17
2307,219,1089,Bank Transfer,2024-03-07
2308,1692,572,Credit Card,2024-05-08
2309,1400,1968,Bank Transfer,2024-04-23
2310,3236,1027,Crypto,2024-05-30
2311,273,1268,PayPal,2023-12-15
2312,2245,1067,PayPal,2024-08-10
2313,2292,1150,Bank Transfer,2023-02-17
2314,2471,782,Bank Transfer,2023-06-22
2315,1076,1501,Bank Transfer,2023-10-23
2316,1103,1455,Crypto,2024-03-25
2317,3678,983,Bank Transfer,2023-04-01
2318,351,798,Credit Card,2023-10-03
2319,2739,1313,Credit Card,2024-08-17
2320,1234,112,Cash,2024-10-09
2321,348,486,Crypto,2024-07-21
2322,1812,1551,PayPal,2024-10-27
2323,2551,1981,Bank Transfer,2023-11-22
2324,4772,1581,Crypto,2023-05-06
2325,885,538,Crypto,2024-10-19
2326,4174,730,Credit Card,2023-11-25
2327,2230,270,Credit Card,2023-02-25
2328,3385,743,Crypto,2023-05-24
2329,1866,1004,Credit Card,2023-06-25
2330,1770,1096,Credit Card,2024-09-06
2331,4057,1582,Bank Transfer,2024-11-27
2332,1809,1423,Crypto,2025-01-16
2333,1215,400,PayPal,2023-11-30
2334,1737,1320,PayPal,2023-04-05
2335,3679,689,Crypto,2023-07-14
2336,4982,1971,Bank Transfer,2024-01-15
2337,4396,474,Cash,2023-08-23
2338,1420,656,Bank Transfer,2023-12-04
2339,4017,1993,Credit Card,2023-07-04
2340,3575,1572,Cash,2023-08-16
2341,4855,1342,Bank Transfer,2024-08-27
2342,4990,1253,Bank Transfer,2024-08-17
2343,994,109,PayPal,2024-04-04
2344,575,545,Bank Transfer,2024-10-23
2345,2731,1839,Cash,2023-07-01
2346,2385,1010,Bank Transfer,2023-11-20
2347,3894,1807,Bank Transfer,2023-07-22
2348,3809,1698,Crypto,2024-03-08
2349,1681,1110,Cash,2024-05-03
2350,2825,1543,Credit Card,2024-08-05
2351,2687,981,Bank Transfer,2025-02-04
2352,1996,1901,Crypto,2024-02-12
2353,4230,712,Cash,2024-03-25
2354,3006,1794,Bank Transfer,2024-09-27
2355,1826,1045,PayPal,2023-04-30
2356,2318,1856,Cash,2023-03-07
2357,2059,1930,Bank Transfer,2023-09-15
2358,4151,773,Credit Card,2024-11-18
2359,3931,1251,Cash,2024-12-18
2360,236,978,Credit Card,2024-09-11
2361,669,1024,Bank Transfer,2024-06-27
2362,4159,1394,Crypto,2023-04-12
2363,1061,1516,Bank Transfer,2024-04-25
2364,3801,902,Bank Transfer,2023-06-04
2365,1387,733,PayPal,2025-02-03
2366,375,1024,Bank Transfer,2023-02-23
2367,354,511,Crypto,2024-06-06
2368,2325,155,Credit Card,2024-08-11
2369,3989,490,Credit Card,2023-02-24
2370,4694,563,Bank Transfer,2024-12-24
2371,4202,200,Credit Card,2023-02-23
2372,2079,491,Crypto,2024-06-23
2373,3009,465,Bank Transfer,2023-02-13
2374,390,791,Crypto,2023-07-12
2375,3240,1425,PayPal,2024-10-13
2376,2517,379,Cash,2024-06-26
2377,4469,931,Crypto,2024-12-11
2378,1802,682,Cash,2023-06-03
2379,56,1075,Cash,2024-07-06
2380,4849,588,Cash,2023-09-10
2381,4946,1873,Cash,2023-02-18
2382,1840,1969,PayPal,2024-10-11
2383,1070,1689,Crypto,2024-12-18
2384,236,1717,PayPal,2024-07-14
2385,3711,1413,PayPal,2024-01-17
2386,22,352,Credit Card,2023-12-02
2387,2721,947,Bank Transfer,2023-12-01
2388,1917,818,Bank Transfer,2024-10-25
2389,1141,1953,Cash,2024-04-10
2390,2778,1600,Bank Transfer,2024-03-12
2391,1279,777,Bank Transfer,2024-07-24
2392,4372,208,Cash,2024-09-24
2393,1620,1565,Crypto,2023-10-18
2394,3077,109,Bank Transfer,2023-12-05
2395,4762,1014,Bank Transfer,2023-07-31
2396,3362,138,Cash,2024-04-10
2397,359,308,PayPal,2023-05-30
2398,2916,125,PayPal,2023-07-27
2399,3148,1992,Credit Card,2024-04-04
2400,601,848,PayPal,2023-09-27
2401,4735,1104,Cash,2023-07-20
2402,3754,419,PayPal,2024-03-08
2403,524,603,Bank Transfer,2024-08-20
2404,2289,349,PayPal,2023-09-12
2405,1023,493,Bank Transfer,2024-07-17
2406,3342,94,Bank Transfer,2024-04-26
2407,1167,1682,Bank Transfer,2023-04-10
2408,3608,355,Credit Card,2024-04-05
2409,1849,456,PayPal,2024-05-30
2410,405,1234,Bank Transfer,2024-03-18
2411,4269,456,PayPal,2024-01-30
2412,1345,932,Crypto,2023-09-09
2413,1283,484,Bank Transfer,2024-07-29
2414,950,725,Credit Card,2023-07-04
2415,2493,1495,Crypto,2024-03-29
2416,4261,1788,Bank Transfer,2023-08-24
2417,4482,847,Bank Transfer,2023-03-11
2418,2559,461,Credit Card,2023-09-25
2419,3529,1313,Crypto,2024-06-23
2420,2911,927,Credit Card,2023-12-01
2421,3016,307,Bank Transfer,2024-10-27
2422,3161,954,Bank Transfer,2024-01-18
2423,1327,53,Crypto,2024-03-09
2424,1411,651,Cash,2023-05-22
2425,2870,606,Cash,2023-06-27
2426,645,1099,Cash,2023-06-22
2427,1768,445,Crypto,2023-10-21
2428,3135,200,Bank Transfer,2023-05-27
2429,2877,1228,Credit Card,2024-03-27
2430,1406,653,PayPal,2023-05-10
2431,733,1935,Bank Transfer,2024-11-26
2432,4686,1874,PayPal,2025-01-05
2433,3288,878,Crypto,2024-11-10
2434,1499,173,Credit Card,2024-07-13
2435,1260,1869,Credit Card,2024-02-07
2436,4267,558,PayPal,2024-11-01
2437,2750,897,Bank Transfer,2023-10-04
2438,3085,728,Crypto,2023-08-22
2439,667,347,Bank Transfer,2024-07-24
2440,4492,356,Cash,2023-07-30
2441,2975,1618,Crypto,2023-03-26
2442,4036,1168,Crypto,2024-04-29
2443,2774,694,PayPal,2023-05-06
2444,1734,1951,Crypto,2024-11-25
2445,1417,1690,PayPal,2024-05-27
2446,2727,1586,Credit Card,2023-08-31
2447,2983,1609,Bank Transfer,2024-09-13
2448,3594,1552,Cash,2023-08-25
2449,2903,59,Crypto,2024-10-31
2450,1568,298,Credit Card,2023-10-28
2451,1772,1073,PayPal,2025-01-01
2452,3562,1383,Credit Card,2024-11-21
2453,3336,579,Cash,2023-04-01
2454,1640,1965,Credit Card,2024-11-20
2455,172,1395,Cash,2024-04-02
2456,2856,463,Cash,2023-08-14
2457,4950,632,PayPal,2024-07-05
2458,1773,1213,Credit Card,2024-04-14
2459,3342,1838,PayPal,2024-11-24
2460,3780,134,Credit Card,2024-03-14
2461,108,1692,Crypto,2023-03-20
2462,1855,1421,Credit Card,2023-03-25
2463,4163,693,Credit Card,2023-08-14
2464,564,355,Cash,2024-06-20
2465,262,1301,PayPal,2024-11-15
2466,2447,1643,Crypto,2023-06-21
2467,806,68,Bank Transfer,2025-02-08
2468,2871,77,Cash,2023-10-13
2469,4719,294,Cash,2024-07-06
2470,4387,1676,Credit Card,2024-03-29
2471,1939,1384,Credit Card,2024-05-22
2472,4053,702,PayPal,2025-01-26
2473,2499,464,Cash,2023-05-18
2474,4023,1557,Cash,2023-12-30
2475,4422,1713,Bank Transfer,2023-04-21
2476,2682,1791,Bank Transfer,2023-03-19
2477,3204,1373,Cash,2024-04-27
2478,2522,1441,Cash,2023-03-01
2479,2826,244,Credit Card,2024-06-19
2480,263,693,Crypto,2023-07-13
2481,3905,1628,PayPal,2023-02-26
2482,4664,619,Bank Transfer,2023-11-08
2483,4403,1466,Credit Card,2023-02-22
2484,4451,1176,Bank Transfer,2024-04-30
2485,3360,82,Credit Card,2023-07-04
2486,4515,263,Bank Transfer,2024-12-02
2487,3256,809,Credit Card,2024-06-17
2488,3189,410,Bank Transfer,2024-05-28
2489,2885,149,Cash,2023-11-29
2490,2189,1094,Bank Transfer,2024-10-12
2491,2095,1227,Bank Transfer,2024-08-14
2492,3879,100,Credit Card,2024-10-06
2493,2282,635,Cash,2023-11-11
2494,4569,1527,Cash,2025-01-29
2495,4029,1948,Crypto,2024-08-24
2496,1396,890,Bank Transfer,2023-08-11
2497,2758,979,PayPal,2024-11-27
2498,3545,174,Crypto,2024-10-03
2499,1186,1122,PayPal,2023-12-30
2500,41,731,PayPal,2023-07-19
2501,892,178,Crypto,2024-08-13
2502,3010,199,Crypto,2023-07-16
2503,174,1665,PayPal,2023-07-26
2504,3755,164,Bank Transfer,2024-10-22
2505,762,441,Crypto,2024-01-26
2506,1837,866,Bank Transfer,2024-11-25
2507,2670,1862,Crypto,2024-10-07
2508,1498,1033,Bank Transfer,2024-08-28
2509,1558,1939,Cash,2025-01-01
2510,1622,1105,Bank Transfer,2023-08-12
2511,2596,1539,Credit Card,2024-02-05
2512,3351,987,Credit Card,2024-06-16
2513,1623,1579,Crypto,2023-09-03
2514,4980,316,Crypto,2024-03-27
2515,4817,1438,Bank Transfer,2023-03-06
2516,688,938,Bank Transfer,2024-12-27
2517,707,304,Bank Transfer,2023-06-19
2518,2274,1854,Credit Card,2025-01-09
2519,1841,1696,PayPal,2024-03-24
2520,1350,300,Crypto,2023-03-31
2521,2404,1505,Credit Card,2024-10-01
2522,4160,1214,PayPal,2023-03-25
2523,4116,1017,Cash,2024-09-13
2524,1900,739,Bank Transfer,2024-04-07
2525,4703,172,Crypto,2024-12-19
2526,1307,1330,Cash,2023-04-05
2527,3415,1067,Cash,2024-01-24
2528,609,236,PayPal,2023-05-29
2529,4129,1420,Credit Card,2023-10-17
2530,2376,1674,Cash,2024-10-30
2531,3566,1534,Bank Transfer,2024-11-30
2532,2366,1112,Cash,2023-08-06
2533,3777,436,Bank Transfer,2023-05-09
2534,146,448,Credit Card,2023-11-03
2535,1477,1809,Crypto,2023-03-13
2536,2619,142,Bank Transfer,2023-08-24
2537,1961,1967,Credit Card,2024-02-29
2538,3828,1906,Bank Transfer,2024-04-11
2539,141,1286,Cash,2024-03-14
2540,1556,1300,Bank Transfer,2023-06-26
2541,177,345,Credit Card,2023-09-19
2542,2043,126,Cash,2023-12-05
2543,3838,420,Credit Card,2023-10-21
2544,479,208,Credit Card,2024-09-23
2545,3919,1449,PayPal,2024-01-06
2546,3097,1417,Bank Transfer,2023-03-12
2547,875,1796,Bank Transfer,2024-09-21
2548,1804,387,Credit Card,2024-07-06
2549,585,1729,Credit Card,2024-08-23
2550,4929,1781,PayPal,2024-10-08
2551,3627,1542,PayPal,2023-04-30
2552,4030,1292,Credit Card,2024-10-04
2553,1048,317,Credit Card,2023-02-27
2554,4909,1171,PayPal,2024-05-17
2555,4396,1150,Bank Transfer,2023-05-11
2556,4721,856,Credit Card,2024-05-11
2557,1601,278,Crypto,2024-03-21
2558,4555,888,Bank Transfer,2023-06-14
2559,4026,166,Cash,2023-10-09
2560,517,1888,Cash,2023-02-14
2561,403,1237,Cash,2025-01-03
2562,2687,1678,PayPal,2023-02-18
2563,4076,765,Bank Transfer,2023-11-15
2564,1992,1262,Bank Transfer,2023-10-21
2565,818,1926,Bank Transfer,2024-12-10
2566,1348,89,Crypto,2023-10-13
2567,2623,67,Bank Transfer,2023-03-07
2568,4585,146,Credit Card,2023-11-10
2569,3167,186,Crypto,2024-01-23
2570,2391,109,Credit Card,2024-08-29
2571,2236,171,Bank Transfer,2023-05-31
2572,4954,1385,PayPal,2023-02-24
2573,2900,394,Cash,2024-07-23
2574,2201,1271,Crypto,2023-07-19
2575,2662,79,Bank Transfer,2023-12-28
2576,2434,902,Cash,2023-02-21
2577,1996,173,Crypto,2024-02-28
2578,4178,990,Crypto,2024-09-18
2579,1795,402,Bank Transfer,2023-12-25
2580,2685,967,Cash,2024-09-10
2581,2141,141,Crypto,2023-08-06
2582,3110,96,Cash,2023-02-15
2583,3116,1051,Credit Card,2024-02-13
2584,4108,1032,Cash,2025-01-10
2585,4528,1694,Credit Card,2023-09-14
2586,1233,545,PayPal,2023-09-14
2587,4636,283,Crypto,2023-08-31
2588,4751,330,Bank Transfer,2025-01-08
2589,46,1504,Credit Card,2023-03-17
2590,1021,1118,Credit Card,2024-11-25
2591,4666,525,Credit Card,2023-12-30
2592,3996,1248,Bank Transfer,2023-05-03
2593,4303,1252,Cash,2023-08-09
2594,2236,1956,Cash,2023-05-12
2595,1099,562,Cash,2023-06-06
2596,4083,661,Crypto,2024-04-21
2597,1587,1326,PayPal,2024-05-27
2598,4464,617,Credit Card,2023-05-11
2599,3189,1210,Bank Transfer,2023-04-07
2600,4680,206,Crypto,2024-02-23
2601,865,1769,Credit Card,2023-04-22
2602,2962,1444,Credit Card,2023-11-10
2603,3059,1314,Bank Transfer,2024-09-27
2604,4071,1902,Bank Transfer,2024-08-13
2605,3474,407,Bank Transfer,2024-11-24
2606,638,1761,Credit Card,2023-10-05
2607,3912,1295,Crypto,2024-03-30
2608,455,1152,PayPal,2025-01-31
2609,4724,1899,Crypto,2023-12-18
2610,2073,1292,Bank Transfer,2023-05-29
2611,451,1856,Cash,2023-07-01
2612,1701,1355,Cash,2024-06-20
2613,3304,1416,Bank Transfer,2024-08-12
2614,2041,93,Crypto,2024-09-10
2615,256,680,Cash,2023-04-09
2616,4223,1026,Cash,2023-12-09
2617,1371,1762,Crypto,2023-06-04
2618,2022,1069,Bank Transfer,2024-03-30
2619,3598,345,Credit Card,2023-05-14
2620,2513,796,Credit Card,2024-01-22
2621,4488,161,Crypto,2023-05-11
2622,1013,276,Credit Card,2023-04-29
2623,4643,819,Bank Transfer,2024-08-06
2624,3928,1431,PayPal,2023-05-09
2625,4104,1609,PayPal,2024-09-12
2626,2463,1415,Credit Card,2023-02-12
2627,1268,369,Cash,2024-01-12
2628,1361,1995,Cash,2024-05-05
2629,4906,1378,Crypto,2024-12-31
2630,423,332,PayPal,2023-10-17
2631,2208,1440,Bank Transfer,2023-12-18
2632,4427,1990,Credit Card,2023-04-01
2633,2667,1599,PayPal,2023-09-10
2634,1371,1117,Bank Transfer,2023-04-18
2635,1294,116,Bank Transfer,2024-02-21
2636,2817,1244,Crypto,2024-03-30
2637,4489,1487,Credit Card,2023-10-18
2638,2019,1980,Credit Card,2024-12-07
2639,4872,1303,PayPal,2025-02-05
2640,4359,775,PayPal,2024-08-18
2641,1987,1402,Bank Transfer,2023-09-15
2642,4082,1776,Credit Card,2023-07-30
2643,272,328,Bank Transfer,2023-04-07
2644,4575,251,Credit Card,2024-06-18
2645,3070,1966,Crypto,2023-10-29
2646,45,1948,Bank Transfer,2023-03-09
2647,4905,629,Bank Transfer,2024-08-18
2648,4983,1190,Crypto,2024-08-24
2649,1994,1310,Cash,2025-01-02
2650,2191,932,Credit Card,2023-06-26
2651,2292,793,Credit Card,2024-09-12
2652,2293,865,Crypto,2023-05-14
2653,1639,1911,Credit Card,2024-12-01
2654,567,426,Bank Transfer,2024-03-20
2655,4021,1612,Crypto,2024-07-21
2656,2418,113,Crypto,2023-10-19
2657,4722,1447,Bank Transfer,2023-12-20
2658,3673,1090,Credit Card,2024-08-11
2659,511,1752,Crypto,2023-07-14
2660,4564,696,PayPal,2024-12-15
2661,995,230,Credit Card,2023-08-28
2662,3478,1766,Credit Card,2024-02-07
2663,4168,602,Credit Card,2023-10-29
2664,1676,1302,Cash,2024-12-15
2665,1981,417,PayPal,2024-01-06
2666,4538,1153,PayPal,2024-05-04
2667,3651,689,Crypto,2023-08-03
2668,2115,1931,Crypto,2025-01-09
2669,2394,933,Cash,2023-09-21
2670,4039,1583,Cash,2024-02-04
2671,870,1883,Cash,2023-12-26
2672,272,1837,Bank Transfer,2024-05-23
2673,3908,327,Crypto,2023-11-22
2674,100,1060,PayPal,2025-02-02
2675,1375,831,Bank Transfer,2023-04-13
2676,1729,342,PayPal,2024-11-06
2677,4390,335,Crypto,2023-05-01
2678,3567,452,Credit Card,2023-10-11
2679,1249,1569,Crypto,2024-06-30
2680,672,1938,Credit Card,2024-01-26
2681,134,210,Credit Card,2025-02-07
2682,3088,736,PayPal,2024-02-11
2683,569,1051,PayPal,2024-05-02
2684,4256,1567,Bank Transfer,2024-04-28
2685,500,1474,Bank Transfer,2024-09-21
2686,389,1763,Crypto,2024-06-21
2687,4799,137,Bank Transfer,2023-12-12
2688,1923,928,Cash,2023-10-01
2689,973,583,Crypto,2023-07-18
2690,1627,804,Cash,2023-03-27
2691,662,858,Credit Card,2023-03-29
2692,2999,1346,Bank Transfer,2023-10-30
2693,1860,765,PayPal,2023-11-01
2694,2312,578,Crypto,2023-06-27
2695,1780,1628,PayPal,2023-05-01
2696,903,1773,Crypto,2023-05-16
2697,624,162,Credit Card,2024-02-02
2698,361,490,Credit Card,2024-07-14
2699,4420,1495,Credit Card,2024-06-29
2700,4598,921,Bank Transfer,2023-06-07
2701,1904,1666,Bank Transfer,2023-07-11
2702,3720,1992,Cash,2023-06-03
2703,880,1343,PayPal,2023-10-02
2704,1554,1431,Credit Card,2024-06-19
2705,3493,165,Credit Card,2024-12-01
2706,1401,339,Cash,2023-08-26
2707,1154,1308,Cash,2023-12-20
2708,850,861,PayPal,2023-08-11
2709,4574,359,Credit Card,2023-12-09
2710,348,467,Crypto,2023-10-02
2711,390,1424,Credit Card,2024-01-25
2712,2607,1959,Bank Transfer,2024-01-15
2713,5,1176,Credit Card,2024-07-08
2714,1959,1191,Crypto,2024-08-05
2715,4140,1750,Cash,2023-11-22
2716,1274,1835,Credit Card,2025-01-16
